"",gene_symbol,GSM1936737,GSM1936738,GSM1936739,GSM1936740,GSM1936741,GSM1936742,GSM1936743,GSM1936744,GSM1936745,GSM1936746,GSM1936747,GSM1936748,GSM1936749,GSM1936750,GSM1936751,GSM1936752,GSM1936753,GSM1936754
ENSG00000084234,APLP2,19945.7836,17494.4147,15306.5592,30361.4085,16787.5022,16693.277,18965.0475,20061.9696,17832.1912,16544.612,17997.5717,17869.4414,18351.4381,20123.5192,28864.947,32139.7007,17305.2202,17925.6903
ENSG00000084444,FAM234B,257.4251,261.2098,257.7619,547.7053,198.1848,212.7056,309.9845,320.1873,360.6245,327.2339,230.0436,248.8165,281.4047,352.1184,693.538,748.9899,277.3482,273.7187
ENSG00000084453,SLCO1A2,0,1.7274,2.1512,1.519,3.9873,2.6123,4.991,6.4353,4.9434,2.7272,0.4015,4.3303,0,4.1767,5.1472,2.2005,1.4952,0
ENSG00000084463,WBP11,2839.1048,2891.2592,2661.4188,5548.7458,2716.4151,2811.9514,3271.3484,3353.8267,2896.3184,2746.5079,2722.6732,2918.6815,2625.7161,3271.0492,5620.0418,6681.4669,2713.352,3119.1464
ENSG00000084623,EIF3I,4749.8353,4566.5155,3175.1785,6382.0506,4325.0937,4322.018,5871.8879,5916.7394,4758.3157,5057.7719,5157.2689,5560.7094,5787.7613,5879.9606,8396.0809,9240.6442,4669.8515,5196.3074
ENSG00000084628,NKAIN1,6.5065,18.8156,110.7128,211.1854,175.6671,141.0609,10.1284,5.5489,95.1711,135.5477,63.6276,89.1088,19.223,18.1445,228.9436,269.5146,116.4968,98.3291
ENSG00000084636,COL16A1,7174.1732,6919.035,6996.9019,13347.4659,5382.8328,5225.7704,4218.722,4666.7954,4083.5593,4100.105,3392.5114,3655.5785,4454.1771,3678.6232,7826.5485,8129.4766,3078.5867,3105.4877
ENSG00000084652,TXLNA,4585.2017,4630.8274,4067.5466,8509.4093,4505.8192,4564.8126,5244.5446,5145.869,5388.9392,5323.4668,4465.8356,4694.1861,5313.6336,6042.6213,9298.9335,10737.3343,5198.053,5567.9918
ENSG00000084674,APOB,7.9987,11.6697,7.4156,29.1678,7.2188,7.506,8.5202,7.5494,16.8101,12.4176,14.3541,6.3182,11.0472,15.1522,62.2332,53.079,5.5397,21.9915
ENSG00000084676,NCOA1,1382.4661,1260.4529,1334.5837,2734.37,1696.1677,1815.631,907.7272,961.8024,1150.2758,941.2709,1044.8911,1165.2179,1139.3957,1304.4155,2516.9969,3267.9219,1481.0449,1633.6679
ENSG00000084693,AGBL5,726.4123,631.7768,295.2312,625.6289,458.1616,512.9503,627.0624,560.7076,375.7115,431.4864,490.2176,479.1218,1048.598,1095.8735,800.0408,799.2387,760.8209,832.7849
ENSG00000084710,EFR3B,99.2172,90.1981,66.791,111.6441,177.9887,184.7596,135.3493,133.6434,70.2071,47.7304,170.8887,177.4797,91.1955,93.0889,115.3201,119.1139,289.9428,334.0822
ENSG00000084731,KIF3C,2069.5306,1459.5347,848.2258,2037.4151,1028.0707,1052.1544,1242.2493,1632.3781,1143.8687,1317.3336,815.4172,1135.3044,2194.3347,2202.3003,1575.5428,1889.9854,1282.2817,1262.7015
ENSG00000084733,RAB10,5058.8267,4974.2015,4613.9812,8742.0382,5479.1485,5400.4406,5051.4932,5380.2277,5890.8285,5206.4127,5612.5176,5440.4464,5142.0949,5808.0597,10036.3518,11776.8642,6093.7255,6594.8139
ENSG00000084734,GCKR,5.4072,4.7823,3.6302,10.4334,3.7646,1.3067,10.3793,4.1554,5.1549,2.4004,3.6613,4.8413,6.5828,4.6547,5.4071,8.5343,13.5465,1.9233
ENSG00000084754,HADHA,3818.4985,3774.4506,2922.376,5588.3902,3418.7852,3278.8386,4225.0022,4297.2384,3817.7121,4213.1434,3673.9534,3896.6959,3975.2483,4118.7408,6825.6442,7430.8122,3403.1211,4152.3085
ENSG00000084764,MAPRE3,526.7693,553.3313,403.8326,904.1298,431.14,401.5758,489.1486,554.1883,402.7958,397.1457,399.073,377.0693,770.3974,825.7939,1068.4756,1075.6972,596.9867,548.8656
ENSG00000084774,CAD,2128.2595,1835.8647,1425.0544,2736.9139,1320.406,1260.5244,3239.6994,2770.6276,1814.4614,2592.9565,1910.1278,2449.3019,2685.0719,1898.8607,2994.1553,3115.2741,1683.7516,1478.5424
ENSG00000085063,CD59,20486.4688,18889.3503,18147.7712,36381.5857,19323.4753,19800.3733,32983.2541,33679.1756,34046.8481,33155.3415,33093.0441,35556.1072,23631.0494,26291.1451,52473.2973,61804.8858,24541.7743,25738.5897
ENSG00000085117,CD82,9713.7664,9400.5364,15558.5751,27603.6217,10084.4306,10264.4267,6922.2596,6396.6933,10933.5075,10139.9631,7738.5896,7450.4696,5354.8627,4589.292,22524.5439,22769.8813,6417.4124,5891.6169
ENSG00000085185,BCORL1,849.1033,791.2108,441.4981,943.5901,589.7539,626.7671,530.0147,609.9145,446.0862,428.5784,433.9788,461.7031,952.1119,1133.0324,1117.6446,1287.4361,750.1483,725.0871
ENSG00000085224,ATRX,4148.0918,3267.6018,2474.3891,5184.1001,2447.0041,2489.0871,4682.4043,3704.1819,2745.4386,2217.7809,2318.1875,2632.2139,3504.5631,4816.313,4747.1029,7183.2116,3461.0469,2892.963
ENSG00000085231,AK6,166.6765,263.4469,192.5023,317.3165,215.3893,196.0771,298.6477,288.1402,184.808,191.4304,235.2314,221.931,287.5254,232.6824,330.8311,468.7918,154.3721,215.0451
ENSG00000085265,FCN1,2.1933,10.2422,4.2576,12.2762,6.7371,11.7809,6.9483,7.8841,6.6481,7.8786,7.3692,12.1703,8.8364,7.2573,6.8973,12.1433,13.3391,8.9238
ENSG00000085274,MYNN,782.5346,610.1317,579.5355,1226.6092,593.5099,569.8116,756.3191,697.4422,668.427,681.2755,528.6821,536.5918,812.6144,902.8458,1240.1931,1574.1213,660.0354,761.9811
ENSG00000085276,MECOM,474.7139,350.4792,679.6276,1440.3582,1015.7262,914.7902,622.057,593.4907,1086.6197,1058.7364,1011.773,978.4635,401.1394,379.8615,1254.8564,1633.7873,1016.662,985.0939
ENSG00000085365,SCAMP1,2591.7072,2097.0216,4064.6189,7168.6992,3537.2451,3405.075,1962.5606,2100.4338,3826.9594,2963.6514,2825.4247,2909.0337,2053.865,2400.22,6242.2695,7625.1693,3346.1962,3778.0924
ENSG00000085377,PREP,2164.7278,2069.7098,1930.2517,3728.524,2038.6946,2029.9388,2258.5646,2215.9363,2182.1637,2136.7889,1943.3135,1902.0742,1868.0071,2175.0358,3777.1685,4290.2086,2070.6526,2199.9823
ENSG00000085382,HACE1,487.8149,464.3217,294.6802,668.2884,521.8378,552.0978,453.1786,508.8554,369.0729,367.5392,402.7993,364.5026,492.5305,595.9085,674.3422,796.9664,524.6088,540.8023
ENSG00000085415,SEH1L,1216.4817,1223.5994,783.7571,1625.714,1112.9835,1323.3704,1414.9649,1353.3141,866.3968,942.6951,1138.1686,1239.5441,934.1184,1094.8566,1504.0962,1899.1533,1070.7446,1185.0783
ENSG00000085433,WDR47,1527.7176,1546.2976,1550.2972,3049.366,2105.8432,2109.5552,1629.0775,1802.4336,1549.3513,1377.6688,1849.435,1937.5838,1410.7517,1679.5682,2848.6205,3688.9723,2138.6769,2359.5825
ENSG00000085449,WDFY1,3067.1638,2727.6064,5093.0744,10478.3426,4607.948,4448.2402,3496.4814,3480.5375,5012.5725,4820.2115,4639.2498,4281.5903,3142.3136,3903.3692,9875.2438,11686.2311,5124.1779,5611.626
ENSG00000085465,OVGP1,48.0957,30.8212,43.4237,70.2077,33.4148,17.9733,47.345,38.2068,45.8501,23.2053,42.0032,16.9029,57.6012,60.8829,136.5331,154.2068,71.3936,57.0174
ENSG00000085491,SLC25A24,3119.2178,2742.2058,2217.4893,4400.4902,2820.2749,2767.6805,3406.1603,3340.9569,2690.5544,2543.0935,3142.731,3000.4949,2472.1927,2928.8913,4751.3035,5872.4829,2796.527,3184.6705
ENSG00000085511,MAP3K4,827.8728,747.343,587.3229,1173.8023,701.3441,685.561,1105.0629,892.8289,786.4904,547.5862,660.0807,777.0876,722.3449,721.2468,1093.8031,1425.9136,757.5729,856.4223
ENSG00000085514,PILRA,3.7156,4.0636,2.0627,7.7447,6.1633,2.726,7.5167,6.2219,5.6358,1.8866,4.5582,1.9783,6.0735,4.4889,11.8063,20.3644,10.2702,4.9358
ENSG00000085552,IGSF9,0,2.3237,1.1588,1.1584,1.7881,1.1633,1.7424,2.3878,0,1.2476,0.8535,2.3272,2.4332,3.5814,1.705,1.9912,2.3959,4.8022
ENSG00000085563,ABCB1,217.1353,120.7904,1111.1404,1818.0033,616.0001,835.5499,195.0812,229.6013,547.3427,530.5481,408.5723,353.7795,191.5317,159.6066,1370.1684,1549.8061,482.6117,602.2086
ENSG00000085644,ZNF213,539.0779,567.4756,587.6407,1109.2594,611.7853,641.0491,517.0462,450.4721,693.4115,536.3068,522.0343,518.9587,517.2842,465.6672,858.673,969.6514,496.5079,532.7589
ENSG00000085662,AKR1B1,3146.1137,3088.9569,2570.6699,5225.8431,3341.0626,3391.9324,4002.2444,3948.2142,3349.2313,3872.8535,3521.3428,3556.4992,4548.7028,4284.4693,13486.3922,13079.9267,4348.0216,4617.0501
ENSG00000085719,CPNE3,2942.2273,2619.795,1934.4484,4416.335,2421.6911,2275.5505,3608.3911,3565.4863,2697.2131,2391.3154,2754.8375,2977.5715,3193.3469,3455.7473,4008.5194,4933.0048,2951.4193,3115.6826
ENSG00000085721,RRN3,988.4974,969.4397,935.6069,1862.8512,1092.7378,1078.4408,1182.9741,1243.6428,1091.5185,1034.5731,1154.3643,1138.104,925.1625,1083.8666,2300.7972,2807.2346,959.0249,1119.3305
ENSG00000085733,CTTN,11940.255,11863.9724,9452.4669,19157.0601,11337.3671,11360.6624,14369.3288,13407.0223,12747.2492,12992.1665,12667.826,13541.2578,16855.1997,17819.4371,26677.8429,30331.5183,15644.884,16821.0802
ENSG00000085741,WNT11,9.8515,8.3976,36.9517,70.5878,8.3954,14.2291,6.5521,7.3501,10.3001,12.3811,3.0015,4.1391,15.6269,2.1009,29.0523,29.1831,15.7209,12.6681
ENSG00000085760,MTIF2,745.2286,734.2449,521.651,1104.6474,682.4564,631.7285,841.5437,917.5914,675.8493,678.5955,806.6152,767.456,856.8231,915.8621,1137.1829,1303.2657,804.0056,831.5666
ENSG00000085788,DDHD2,1772.0917,1843.3735,1283.6911,2823.3858,1444.3371,1474.1265,1829.2698,1807.3164,1689.8126,1320.5713,1687.5321,1742.7713,2409.7744,2269.971,2814.6539,3370.6987,1769.6758,1991.0049
ENSG00000085831,TTC39A,20.1891,7.5772,32.3149,86.4314,61.8622,51.8301,22.2608,14.1466,35.6221,24.1004,30.1257,49.4419,19.3006,34.1679,95.1371,139.0172,64.1016,86.919
ENSG00000085832,EPS15,2463.2221,2253.8878,2096.34,4300.9466,2383.8704,2298.4921,2265.876,2083.6662,2484.9255,2086.4433,2134.2113,2163.2763,2177.9336,2574.0324,4481.0247,6046.4349,2769.2935,3074.0687
ENSG00000085840,ORC1,243.2084,205.7867,174.2161,387.208,290.7345,314.6271,569.3784,525.226,408.7988,415.3224,531.793,582.4633,229.6213,227.9434,534.4882,620.9902,280.477,278.2058
ENSG00000085871,MGST2,260.4589,274.2544,479.4777,872.2107,253.9049,258.3453,321.286,311.7374,395.5734,454.9711,230.5744,284.5458,356.4772,322.9182,1025.3898,1086.5724,314.6897,354.9736
ENSG00000085872,CHERP,1381.8829,1419.1125,1362.6026,2515.0237,1567.8104,1539.6408,1684.813,1552.1797,1328.0527,1509.9275,1341.3203,1407.9106,1864.7957,1688.2079,3100.5616,3068.7711,1578.6065,1752.241
ENSG00000085978,ATG16L1,462.543,425.1107,420.925,848.9301,521.4872,496.8124,481.424,560.06,476.5471,463.1449,479.2361,486.9297,528.0729,581.49,1001.31,1122.6239,553.6537,613.5534
ENSG00000085982,USP40,1029.0881,991.9283,915.9583,1651.6859,920.4498,698.3135,1065.0267,1028.9285,1038.181,992.9471,1102.0949,926.8395,1186.7507,1220.7148,2067.6849,1977.8541,934.23,937.5795
ENSG00000085998,POMGNT1,2779.3065,2725.1626,2235.9277,4347.3849,2409.4913,2508.7105,2993.3624,3042.7386,2387.2467,2531.9506,2617.2031,2746.8438,3167.9963,3052.2502,5024.5432,5459.9637,2737.3754,2742.2531
ENSG00000085999,RAD54L,267.0204,249.3324,219.9144,591.7588,361.1667,342.3243,580.8333,579.7557,533.6738,525.4288,660.147,819.8785,283.4358,328.8401,756.4981,873.7237,272.9416,403.8728
ENSG00000086015,MAST2,2621.1609,2400.1383,1812.1519,3883.413,1904.121,2166.1486,3426.5842,3274.0989,2163.8626,2324.5347,2349.8934,2145.0876,3111.6888,3374.6552,4465.1814,5033.2582,2320.1053,2466.6925
ENSG00000086061,DNAJA1,5609.6748,5213.2571,10785.2569,21076.0495,18995.4824,18320.2556,7331.2479,7616.4326,12760.2351,13214.2778,18315.1232,18105.9607,8953.0723,9833.8556,27421.7837,31742.3672,20168.8302,22124.8222
ENSG00000086062,B4GALT1,5877.18,5478.7149,7023.2508,13900.0015,7455.257,7501.4665,6171.7467,6225.5392,6773.3316,6692.9898,6979.9688,7031.788,4730.4441,5205.9058,13857.6641,15371.9975,6953.5634,7628.0226
ENSG00000086065,CHMP5,2424.8335,2184.8087,3843.7615,7557.3607,3225.3002,3029.2936,2327.5319,2371.5629,4103.9784,4162.0675,2874.4413,2957.6856,2379.2261,2596.5855,7193.931,8754.9023,2878.3084,3159.3963
ENSG00000086102,NFX1,1476.9461,1471.6037,1344.1407,2798.5354,1677.4802,1608.8277,1514.1536,1416.3216,1578.3484,1481.6114,1380.9341,1439.1118,1470.8541,1632.4051,2675.321,3406.5714,1650.0326,1777.6567
ENSG00000086159,AQP6,0,0,3.387,4.5196,1.1397,0.4714,2.3012,1.5699,2.5115,4.5139,0,3.4718,0,3.4797,3.3842,13.4329,3.7849,3.3883
ENSG00000086189,DIMT1,845.8474,883.9587,631.4191,1238.2877,784.6009,714.809,1102.7311,1188.0143,855.5173,765.8403,858.7072,776.909,1026.1987,1250.57,1561.8892,2020.3289,898.0268,1020.9352
ENSG00000086200,IPO11,836.4656,707.7904,717.4383,1408.1183,701.9586,629.8067,998.7455,1034.5579,741.1503,829.2085,852.5194,975.2553,774.6149,912.4318,1305.9628,1807.4351,863.6191,816.8574
ENSG00000086205,FOLH1,0,0,0,3.0596,1.5483,0,0,4.581,3.0316,0,1.5625,0,1.5837,0,0.2943,1.8248,3.1287,4.5307
ENSG00000086232,EIF2AK1,4640.1355,5043.7448,4526.2099,8989.889,4095.8552,3755.6563,4618.4147,4573.6528,4826.4548,4971.553,3583.1892,3278.1459,4386.2522,5024.247,8305.1761,9444.2048,3800.382,3935.874
ENSG00000086288,NME8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000086289,EPDR1,53.4435,59.5841,107.9304,145.3576,44.1307,35.5316,64.2021,71.2592,101.0357,67.4103,71.1915,59.8223,93.9594,98.2061,184.0058,193.6454,64.8097,95.4126
ENSG00000086300,SNX10,0,0.6063,0,2.021,0,0,4.0997,2.2223,4.3999,2.1934,4.4999,0,1.793,4.2161,4.4628,9.2029,1.1961,4.9705
ENSG00000086475,SEPHS1,1533.4387,1518.525,1026.8192,1832.1986,1003.2783,1124.4256,2117.5488,1866.5317,1363.4532,1262.2019,1428.0404,1358.4184,1410.1123,1712.1757,1773.4971,2193.8967,1006.3298,1188.6792
ENSG00000086504,MRPL28,1331.053,1377.7547,1114.1535,2120.8895,1196.548,1121.1853,1450.2129,1264.3235,1345.5698,1599.4923,1201.1103,1189.0523,1869.9544,1848.718,2737.2825,2654.8344,1363.0953,1419.5481
ENSG00000086506,HBQ1,0,2.0014,0,1.9877,1.0035,0.9875,2.0429,1.9791,0,0,1.0129,0,2.0538,1.0086,5.9867,1.9879,1.0142,1.9573
ENSG00000086544,ITPKC,633.8396,516.9006,609.0266,1267.8655,436.2174,508.6988,487.4178,420.6501,568.9302,667.691,385.562,372.9081,773.0099,844.2015,1708.4997,1686.1982,573.3122,651.1195
ENSG00000086548,CEACAM6,0,0,0,0.9969,0,0,0,0,0,0.9784,1.0143,0.9933,0,1.0105,0,0.9965,1.0148,0.9829
ENSG00000086570,FAT2,25.5091,19.6156,20.6408,30.9147,24.1274,11.6999,33.8293,22.9533,18.8442,16.816,15.8348,27.6367,15.5303,15.8658,23.5399,35.3432,10.0821,12.657
ENSG00000086589,RBM22,1341.109,1233.8145,1401.6634,2711.3269,2041.4836,2028.9656,1396.0075,1332.4871,1348.8641,1366.0402,1589.4995,1661.3605,1361.486,1574.0676,2770.8216,3260.4863,2073.0315,2257.2174
ENSG00000086598,TMED2,15709.1188,14324.105,13687.1309,26157.1631,14249.3615,14491.1495,14527.2858,15262.3184,15737.5761,14793.3806,14210.4939,14693.4555,12788.9811,14019.6996,23674.8697,29399.8416,11852.8405,12999.8976
ENSG00000086619,ERO1B,291.6743,263.0902,281.4057,572.7524,336.5683,306.2161,322.3297,228.6093,180.55,189.3576,228.0918,251.1298,255.1474,302.6077,640.7494,594.5198,356.794,340.9169
ENSG00000086666,ZFAND6,1966.5539,1736.6829,1831.33,3383.4994,1470.4422,1340.0471,2021.0167,1850.5363,1843.3549,1972.971,1366.0202,1371.0482,1969.5755,2075.8504,4034.8603,4545.0554,1549.5329,1634.0077
ENSG00000086696,HSD17B2,355.1735,303.2788,214.3098,388.7474,198.8579,210.1897,331.1805,387.4553,441.2826,384.3956,267.8728,261.1901,1459.7072,1390.4601,3136.8523,3460.1004,1038.9364,948.8451
ENSG00000086712,TXLNG,658.2499,590.0622,464.2764,875.0362,492.309,482.4702,608.6884,603.6497,467.7227,478.997,416.8657,434.4136,632.7542,666.8277,1045.0948,1267.4382,537.1529,580.0164
ENSG00000086717,PPEF1,8.9008,0.7765,5.1595,2.3626,4.4825,1.5394,6.9086,0,0,7.6119,0,0.5875,2.4822,0.5946,3.2206,0,0.7665,7.1946
ENSG00000086730,LAT2,37.9567,18.8886,32.6971,56.2573,34.7629,37.4475,46.5832,33.8542,31.1113,38.6717,32.6205,31.6751,47.5423,39.5554,141.229,156.0949,44.5539,31.8272
ENSG00000086758,HUWE1,11322.1417,10775.2444,7715.1135,16432.3039,9516.941,8849.8237,12630.7127,11309.4195,9403.458,9390.3762,9808.6702,10178.7861,12417.6241,13917.2474,17173.1482,21025.2657,11214.7115,11059.5228
ENSG00000086827,ZW10,926.2486,863.2377,630.5139,1302.8173,748.4779,708.5834,1175.9167,1219.3146,836.9587,773.3565,876.0847,975.9047,808.7505,882.2246,1252.5359,1500.378,759.4968,826.4482
ENSG00000086848,ALG9,1151.7183,1066.229,1081.4808,2354.4942,1046.6137,1114.2127,1342.9124,1383.2714,1306.523,1479.9953,1209.3259,1286.549,1046.782,1140.1959,2555.5353,2585.348,1298.8362,1288.1645
ENSG00000086967,MYBPC2,0,1.0128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000086991,NOX4,1655.5599,1636.829,2439.3898,4924.2293,1881.1367,1710.2458,817.145,831.8198,898.7507,913.3182,911.6996,954.0825,341.8923,309.7133,1239.6469,1462.4593,990.9459,1107.8959
ENSG00000087008,ACOX3,1054.5325,919.2424,828.5655,1647.1901,711.5041,648.6831,717.3105,752.653,626.2353,697.7037,573.5061,638.3419,852.5337,885.4766,1184.9964,1248.0254,872.4009,795.3266
ENSG00000087053,MTMR2,2710.718,2399.4809,1938.7508,3869.1413,2165.2906,1997.5906,2741.5925,2628.9813,2205.1539,1907.7571,2088.5142,2127.4185,1969.8596,2204.4562,3391.461,4287.1616,1824.4924,2015.0653
ENSG00000087074,PPP1R15A,2981.4656,3019.3218,1893.0571,4225.0929,2380.9134,2513.2502,4114.0167,3963.1444,2751.9798,3027.2168,3504.2982,3580.2681,4394.5073,4516.3452,10204.2157,11271.9062,2886.9581,3119.8986
ENSG00000087076,HSD17B14,137.8687,155.2571,43.0938,92.2247,113.8358,111.7792,93.7124,70.4859,22.9368,27.3131,66.8434,61.0694,133.4909,107.9762,112.1431,96.6172,111.2558,101.8236
ENSG00000087077,TRIP6,2139.31,1990.4715,2221.3531,4393.4234,1826.3788,1990.3265,2360.6356,2154.2571,2674.9431,3048.6682,2095.7484,2084.7682,3320.5417,3303.3894,5178.8447,5266.9794,2314.4779,2696.8354
ENSG00000087085,ACHE,32.6294,29.8199,55.132,102.9164,68.0831,21.3245,24.5921,17.1035,41.5726,57.2231,21.7281,19.0341,70.4794,75.6182,222.9085,248.7563,54.9539,56.4715
ENSG00000087086,FTL,23708.1748,24885.4745,9630.6666,20683.1248,17531.9008,18641.0999,21272.8789,20479.3953,12987.6026,16234.4002,16165.5255,17189.0139,37887.7367,37426.6572,25078.8598,26939.0783,23215.103,27490.1231
ENSG00000087087,SRRT,2809.5518,2889.8566,2268.9401,4393.7859,2158.1047,2145.9389,3790.0493,3553.7273,2497.9815,3070.6679,3063.7425,3473.5127,3584.4942,3772.4531,5185.1406,6136.6628,2893.7468,3032.908
ENSG00000087088,BAX,3343.4827,3182.2797,2591.8288,4779.8709,2659.2403,2477.5465,3612.8166,3140.6735,3264.5207,3288.7397,2731.0005,2844.706,5629.6539,4991.5897,8103.5771,7424.6966,3873.7548,3768.3599
ENSG00000087095,NLK,585.3667,462.7138,550.8446,1062.8344,844.9039,773.8526,621.7181,538.4505,530.6969,503.9413,678.4303,723.7913,845.9244,1157.793,1707.0774,2086.0407,1187.7656,1389.4097
ENSG00000087111,PIGS,3607.4577,3367.7919,4056.6583,7912.9799,3049.458,3231.9522,3094.3447,3258.8888,3902.4748,3854.2692,3051.219,3116.3944,3264.758,3422.5175,7388.1589,7771.4051,2825.9502,3060.8534
ENSG00000087116,ADAMTS2,6168.1472,5512.2627,6939.375,13244.9921,5293.5786,5454.2269,4450.3074,4845.01,4936.3152,5121.5674,4422.9802,4452.2098,7625.7976,7860.4854,19926.1926,20728.7714,6998.8296,7047.9691
ENSG00000087128,TMPRSS11E,0.4547,0.454,1.379,0.8968,0.4523,0.45,0.4501,1.3848,0.4452,1.3406,0.9012,0.4456,0,0,0,0,1.3968,0.8957
ENSG00000087152,ATXN7L3,3018.3338,3009.3192,3076.4653,6528.8222,3389.6103,3324.2823,2591.1677,2616.5008,3299.306,3303.279,2804.5871,2711.4081,2890.724,3124.3093,7117.7483,7440.3703,3001.7667,3311.4583
ENSG00000087157,PGS1,773.8531,652.8121,849.0428,1765.2049,795.5505,822.7203,910.4951,799.5644,1040.0494,1101.1199,858.0697,878.8515,1047.9426,1174.1337,2138.4727,2178.5798,959.0292,1010.2468
ENSG00000087191,PSMC5,3380.3243,3348.5904,2874.9114,5820.3744,3190.6164,3210.3133,4346.0342,4270.956,3920.7132,4174.4224,3815.2237,3887.0696,3595.1736,3802.4643,6285.4522,7095.7102,3089.1657,3389.8119
ENSG00000087206,UIMC1,892.4149,769.0407,598.8959,1382.685,653.2,576.3997,799.4537,825.4906,784.4878,891.4277,662.0463,651.024,905.6202,1007.8811,1661.5505,1896.4466,959.8113,821.5535
ENSG00000087237,CETP,2.0971,0,4.0838,15.4363,4.1546,10.3221,0,0,3.5811,5.3887,8.2892,12.2811,1.0321,0.908,13.4548,16.4234,13.4044,13.3478
ENSG00000087245,MMP2,49742.0912,47696.4991,36882.4232,76114.1462,41092.3838,42153.0723,24061.963,29534.2652,23235.1609,22859.9508,23449.3815,25178.1418,20457.6177,21307.6273,27431.988,29488.4086,16817.7194,18739.8734
ENSG00000087250,MT3,3.1855,2.7064,10.92,2.6048,3.7238,1.3319,2.828,2.6966,0.8597,6.5392,2.6688,2.8143,0,1.7652,1.8807,6.0422,3.0845,2.8169
ENSG00000087253,LPCAT2,2182.3547,1901.6122,1719.8967,3315.5607,1908.3024,1700.3433,1392.497,1719.755,1223.052,995.166,1349.0634,1465.4911,1246.9315,1130.8941,1325.0553,2084.639,1179.5242,1295.3654
ENSG00000087258,GNAO1,20.331,40.0124,39.2003,30.0738,9.6834,18.9634,19.7113,28.0213,3.9635,28.495,13.0935,9.5332,22.8017,9.4925,18.9708,14.7847,4.8022,13.1704
ENSG00000087263,OGFOD1,2607.1859,2585.178,2434.4942,4684.3002,2166.2509,2090.0351,2761.0292,2789.1359,3174.1323,2943.6765,2234.7952,2431.2808,1966.4592,2416.2568,4542.1832,5211.2395,1739.9075,1900.3943
ENSG00000087266,SH3BP2,1289.0572,1217.0091,1039.6748,2385.5174,1709.1341,1819.2903,1423.8959,1260.2481,1207.0073,1145.1341,1531.5738,1739.5349,1779.4493,1878.893,3346.9647,3085.3389,2558.6658,2494.9049
ENSG00000087269,NOP14,1423.606,1409.0093,1116.8695,2454.6259,1275.4352,1459.5367,2060.1619,2008.6728,1789.8439,1803.7654,1654.326,1735.2273,1666.1781,1925.7372,3313.2246,3949.8465,1628.3957,1752.6433
ENSG00000087274,ADD1,13209.8992,13362.209,11776.0006,24319.9437,11722.5642,11464.0019,14688.171,15271.3439,16503.3778,16019.5843,13159.7889,14060.652,17978.9369,19369.8099,32326.1628,35040.5221,15257.3103,17454.4103
ENSG00000087299,L2HGDH,197.0733,220.7066,394.417,767.0314,797.9276,754.9304,241.9788,241.9139,674.6501,636.3646,843.4579,826.5313,165.4707,173.4603,706.2643,847.0357,596.5704,670.2288
ENSG00000087301,TXNDC16,190.1452,140.6539,68.1306,163.4104,150.6392,142.4041,231.1456,222.0059,97.9556,113.8203,164.2137,154.0586,62.8483,67.3501,76.0507,140.3416,50.5695,66.1054
ENSG00000087302,C14orf166,3718.2974,3630.8399,2891.4477,5696.6335,3106.1515,3025.2711,4396.7353,4180.9001,3466.019,3985.0322,3422.7023,3490.8208,3644.5546,3870.288,6567.8353,7437.0821,3209.2065,3336.6102
ENSG00000087303,NID2,5507.8003,4841.5921,6456.3843,12292.2729,5068.0505,4519.5716,10058.6013,9660.6557,10932.4106,11094.286,7777.0409,8479.2436,13014.9896,14126.412,37560.409,46448.0997,13305.6111,13453.0177
ENSG00000087338,GMCL1,684.2385,602.9625,297.0613,644.5164,369.224,385.7532,555.1444,518.9638,355.9893,300.5031,347.0953,366.1291,545.6199,594.6787,592.9857,689.3698,319.4338,438.1965
ENSG00000087365,SF3B2,7414.9522,7204.4511,7786.6232,15384.1629,7594.9188,7513.6658,8361.5922,8310.9711,8889.6777,10025.3349,7330.8152,7710.6069,8616.2605,8983.451,17359.2338,19392.6025,8191.6339,8546.8651
ENSG00000087448,KLHL42,1953.0006,1726.4791,1563.0241,3473.3279,1913.8534,1845.5507,1837.5866,1785.9935,1466.4196,1412.6839,1925.5603,1892.9648,1306.6535,1644.6767,2912.8863,3495.6991,1806.3287,1852.3205
ENSG00000087460,GNAS,41050.3524,40322.9306,33280.3377,63282.8476,35672.7464,37572.8402,38803.7473,38158.7599,35692.6654,37376.4796,33904.5977,35871.1036,45562.7599,44391.9104,67976.3179,73968.9108,36894.9613,38051.9266
